StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,Q5_10_TEXT,Q21,Q21_10_TEXT,Q6,Q6_5_TEXT,Q22,Q2,Q3,Q4,Q7,Q8,Q19,Q20,Q18,Q9,Q10,Q11,Q12,Q12_3_TEXT,Q13,Q13_3_TEXT,Q23,Q23_3_TEXT,RecipientEmail,RecipientFirstName,RecipientLastName,Q12_3_TEXT - Parent Topics,Q12_3_TEXT - Sentiment Polarity,Q12_3_TEXT - Sentiment Score,Q12_3_TEXT - Sentiment,Q12_3_TEXT - Topic Sentiment Label,Q12_3_TEXT - Topic Sentiment Score,Q12_3_TEXT - Topics
2020-04-21 08:40:27,2020-04-21 08:42:32,IP Address,190.216.184.37,100,125,True,2020-04-21 08:42:35,R_1j8vWTBgrkjORav,,,,,-12.0464019775390625,-77.0428009033203125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Conservative,Never,To a small extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-21 08:25:25,2020-04-21 08:27:40,IP Address,71.57.21.11,100,135,True,2020-04-21 08:42:44,R_3oZp037fWuinjnB,,,,,39.836700439453125,-88.94280242919921875,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a small extent,To a small extent,To a small extent,,To a small extent,To a moderate extent,,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 15:29:09,2020-04-21 08:43:39,IP Address,174.225.128.82,100,234869,True,2020-04-21 08:43:39,R_2Cqsx1VAxraZRA2,,,,,40.8022003173828125,-74.19139862060546875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Right of center,Never,To no or a very minimal extent,To no or a very minimal extent,To a small extent,,To a small extent,To no or a very minimal extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:42:57,2020-04-21 08:44:19,IP Address,189.189.98.106,100,82,True,2020-04-21 08:44:19,R_28UlwC64bZU19C5,,,,,19.2978973388671875,-99.66400146484375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Humanities and Arts,Very liberal,Occasionally,To an extremely large extent,To an extremely large extent,To a moderate extent,,To no or a very minimal extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:44:09,2020-04-21 08:45:07,IP Address,73.138.29.175,100,57,True,2020-04-21 08:45:09,R_1jBM407q2CJj6ly,,,,,25.890594482421875,-80.17839813232421875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Moderate/Centrist,Never,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:43:55,2020-04-21 08:45:17,IP Address,96.252.2.123,100,81,True,2020-04-21 08:45:19,R_1oApb0vtLkbUQu8,,,,,42.2646942138671875,-71.61750030517578125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,STEM,Moderate/Centrist,Occasionally,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:43:43,2020-04-21 08:45:39,IP Address,71.233.108.152,100,115,True,2020-04-21 08:45:39,R_1eXh3a1XLoFexrb,,,,,41.661407470703125,-70.236297607421875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Moderate/Centrist,Occasionally,To a moderate extent,To no or a very minimal extent,To a large extent,To no or a very minimal extent,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:45:32,2020-04-21 08:46:45,IP Address,71.235.174.224,100,73,True,2020-04-21 08:46:47,R_bCyPUbrLZq1Xlmh,,,,,44.392303466796875,-73.2147979736328125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Never,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 07:53:58,2020-04-21 08:47:06,IP Address,173.71.114.51,100,3187,True,2020-04-21 08:47:10,R_pKl5wmcchXwTnwJ,,,,,39.9499053955078125,-75.0879974365234375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a large extent,To a small extent,To a small extent,,To a moderate extent,To a small extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:46:15,2020-04-21 08:47:31,IP Address,207.237.47.251,100,75,True,2020-04-21 08:47:42,R_2zdQ2I06KBJCJoH,,,,,40.7364044189453125,-73.86949920654296875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:29:37,2020-04-21 08:48:30,IP Address,76.91.15.226,100,1132,True,2020-04-21 08:48:30,R_31zodMR2aaa7n5m,,,,,34.1103973388671875,-118.4514007568359375,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,STEM,Left of center,Never,To a small extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-18 16:44:13,2020-04-21 08:49:23,IP Address,172.58.78.228,100,230710,True,2020-04-21 08:49:23,R_3iRzWLQMgavp1Vq,,,,,36.1681976318359375,-115.2165985107421875,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a moderate extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:46:53,2020-04-21 08:49:25,IP Address,99.239.182.15,100,151,True,2020-04-21 08:49:25,R_1g0aVeGNhUx5DOh,,,,,43.68359375,-79.373199462890625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Occasionally,To a moderate extent,To a small extent,To a small extent,,To a moderate extent,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:47:45,2020-04-21 08:49:50,IP Address,86.138.228.157,100,124,True,2020-04-21 08:49:50,R_3madt1qjTlTLSoN,,,,,52.536895751953125,-0.2041015625,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,I do not plan to pursue a double major,Right of center,Never,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,,To an extremely large extent,To no or a very minimal extent,To an extremely large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:48:45,2020-04-21 08:50:23,IP Address,68.194.59.81,100,98,True,2020-04-21 08:50:27,R_88lXUtvxrxPWmQ1,,,,,41.281494140625,-73.0287017822265625,anonymous,EN,Faculty member,STEM (includes FES),,,,,,,Very liberal,Very Frequently,To a large extent,To a large extent,To a moderate extent,To a large extent,,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:49:47,2020-04-21 08:50:37,IP Address,68.197.220.36,100,50,True,2020-04-21 08:50:37,R_3MgJOHmPLjuZMkq,,,,,40.862701416015625,-73.635101318359375,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-21 08:49:26,2020-04-21 08:51:08,IP Address,89.187.161.120,100,101,True,2020-04-21 08:51:08,R_Aj2IGNMdy53eoNj,,,,,35.72039794921875,139.380706787109375,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Liberal,Never,To a large extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a large extent,To a large extent,To a moderate extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-21 08:49:50,2020-04-21 08:51:57,IP Address,69.153.232.76,100,126,True,2020-04-21 08:51:57,R_2zLPPSIeFEz1DAo,,,,,32.753692626953125,-96.836700439453125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,Social Sciences,Liberal,Occasionally,To a large extent,To a moderate extent,To a large extent,,To a large extent,To a small extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:49:19,2020-04-21 08:52:21,IP Address,32.212.42.35,100,182,True,2020-04-21 08:52:24,R_2YsKHtDfTy8GZLZ,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Never,To a large extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To a small extent,To a small extent,To a small extent,Yes,Write in,I do not want to declare.,,,,,,,,,0,-1,Negative,,,Unknown
2020-04-21 08:50:44,2020-04-21 08:52:55,IP Address,68.194.57.86,100,131,True,2020-04-21 08:52:57,R_cGDjy9pRDwfLfDb,,,,,41.233795166015625,-73.07469940185546875,anonymous,EN,Faculty member,Other,biochemistry,,,,,,Moderate/Centrist,Occasionally,To a moderate extent,To a moderate extent,To no or a very minimal extent,To a small extent,,To no or a very minimal extent,To an extremely large extent,To no or a very minimal extent,Yes,The Republican nominee,,,,,,,,,,,,,,,
2020-04-21 08:51:54,2020-04-21 08:53:00,IP Address,73.182.131.227,100,65,True,2020-04-21 08:53:01,R_1odLquYTrIm1rFw,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,STEM,,Social Sciences,Liberal,Never,To a small extent,To a small extent,To a moderate extent,,To a small extent,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:50:43,2020-04-21 08:53:25,IP Address,71.235.237.83,100,161,True,2020-04-21 08:53:25,R_3NU8dTAZF1eZljZ,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a moderate extent,To a large extent,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:52:44,2020-04-21 08:53:58,IP Address,75.83.61.186,100,74,True,2020-04-21 08:53:59,R_2P8dvGBrR5wATcg,,,,,34.076202392578125,-118.3029022216796875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Liberal,Occasionally,To a moderate extent,To a small extent,To a large extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:52:07,2020-04-21 08:54:51,IP Address,71.105.223.135,100,163,True,2020-04-21 08:54:51,R_2y8GJUjFpGxZarD,,,,,40.5697021484375,-74.11840057373046875,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Left of center,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,,To a small extent,To a moderate extent,To no or a very minimal extent,To a small extent,Yes,Write in,Joe Biden,,,,,,,,,0,1,Positive,,,Unknown
2020-04-21 08:55:10,2020-04-21 08:56:52,IP Address,74.96.187.236,100,102,True,2020-04-21 08:56:54,R_2CjlChR906z0tAa,,,,,38.9893035888671875,-77.158599853515625,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Liberal,Never,To a large extent,To a large extent,To a small extent,,To a moderate extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:55:18,2020-04-21 08:56:55,IP Address,69.113.77.61,100,97,True,2020-04-21 08:57:00,R_2uJOYOXW4mogR6P,,,,,41.233795166015625,-73.07469940185546875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Moderate/Centrist,Never,To no or a very minimal extent,To no or a very minimal extent,To a moderate extent,To no or a very minimal extent,,To a moderate extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:56:00,2020-04-21 08:57:52,IP Address,172.58.230.236,100,112,True,2020-04-21 08:57:54,R_2f9vdLY76Mf6liX,,,,,40.864593505859375,-73.898101806640625,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Liberal,Never,To a small extent,To a small extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:41:43,2020-04-21 08:43:13,IP Address,69.124.0.23,100,90,True,2020-04-21 08:58:39,R_cAQOpLxDREo94Tn,,,,,40.8170928955078125,-73.74160003662109375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Right of center,Never,To a moderate extent,To a large extent,To no or a very minimal extent,,To an extremely large extent,To no or a very minimal extent,To an extremely large extent,To no or a very minimal extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-21 08:57:15,2020-04-21 08:59:18,IP Address,76.24.22.49,100,122,True,2020-04-21 08:59:19,R_2uE4la4HzKOAZwI,,,,,41.8578033447265625,-72.6591033935546875,anonymous,EN,Faculty member,Divinity School,,,,,,,Very liberal,Occasionally,To a large extent,To a large extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:59:35,2020-04-21 09:00:54,IP Address,24.34.181.207,100,78,True,2020-04-21 09:00:54,R_2pWtZ7Qq4kPHzWC,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Other,,,,,,,,Very liberal,Never,To a small extent,To no or a very minimal extent,To a moderate extent,,,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:56:34,2020-04-21 09:01:14,IP Address,96.232.183.55,100,279,True,2020-04-21 09:01:14,R_3EWoHekioLLfESt,,,,,40.8343963623046875,-73.70079803466796875,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Left of center,Never,To a moderate extent,To a moderate extent,To a small extent,To no or a very minimal extent,,To a moderate extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 08:59:03,2020-04-21 09:01:18,IP Address,24.45.134.86,100,134,True,2020-04-21 09:01:18,R_3p9iTxd6dQ33GGM,,,,,41.2169952392578125,-73.05519866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Very Frequently,To a large extent,To a moderate extent,To a small extent,To a moderate extent,,To a small extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:00:06,2020-04-21 09:01:48,IP Address,73.60.181.241,100,101,True,2020-04-21 09:01:49,R_2xKVCXmaZUSVs93,,,,,41.2776031494140625,-72.81150054931640625,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Conservative,Never,To a small extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:01:01,2020-04-21 09:01:57,IP Address,218.102.109.237,100,56,True,2020-04-21 09:01:57,R_reA1K4IAOXhFXnb,,,,,22.2908935546875,114.149993896484375,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Never,To a small extent,To no or a very minimal extent,To a large extent,,To a moderate extent,To a moderate extent,To a small extent,To a moderate extent,No,,,I am not allowed to vote in US presidential elections,,,,,,,,,,,,,
2020-04-21 08:57:16,2020-04-21 09:02:25,IP Address,99.10.93.60,100,308,True,2020-04-21 09:02:26,R_21jRwwmQbt24kSD,,,,,35.717803955078125,-78.84279632568359375,anonymous,EN,Undergraduate student,,,,,STEM,,Humanities and Arts,Liberal,Never,To a moderate extent,To a moderate extent,To no or a very minimal extent,,To a moderate extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:00:54,2020-04-21 09:02:29,IP Address,69.250.25.172,100,94,True,2020-04-21 09:02:30,R_262pxxy514SnSgz,,,,,39.494903564453125,-76.66729736328125,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Social Sciences,Liberal,Never,To a large extent,To a large extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:00:54,2020-04-21 09:02:21,IP Address,71.235.237.225,100,86,True,2020-04-21 09:02:38,R_XInLpA6kAv03fpv,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Liberal,Never,To a small extent,To no or a very minimal extent,To a small extent,,To a small extent,To a large extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:02:29,2020-04-21 09:03:59,IP Address,73.4.77.58,100,90,True,2020-04-21 09:04:00,R_0uLqmYz3YpdjwXf,,,,,41.409698486328125,-72.91100311279296875,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a large extent,To an extremely large extent,To a moderate extent,To a large extent,,To a moderate extent,To a small extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:01:21,2020-04-21 09:03:58,IP Address,70.36.193.222,100,157,True,2020-04-21 09:04:00,R_qzwa9Hhk7V5SqZ3,,,,,38.282806396484375,-122.4676971435546875,anonymous,EN,Undergraduate student,,,,,STEM,,Social Sciences,Very liberal,Occasionally,To a large extent,To no or a very minimal extent,To a small extent,,To a moderate extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:01:34,2020-04-21 09:04:14,IP Address,68.0.177.200,100,159,True,2020-04-21 09:04:15,R_2aLahym0tbcyDc2,,,,,33.3907928466796875,-111.91840362548828125,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,STEM,Left of center,Never,To a small extent,To a small extent,To a moderate extent,,To a moderate extent,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:02:53,2020-04-21 09:04:40,IP Address,68.174.85.237,100,106,True,2020-04-21 09:04:48,R_2a9VkA0CKQiu3Mh,,,,,40.8123016357421875,-73.96820068359375,anonymous,EN,Undergraduate student,,,,,STEM,,STEM,Left of center,Occasionally,To a small extent,To no or a very minimal extent,To no or a very minimal extent,,To a moderate extent,To a small extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:04:03,2020-04-21 09:05:16,IP Address,67.190.194.63,100,72,True,2020-04-21 09:05:17,R_2S34kirdz4MZ2Mq,,,,,30.348297119140625,-81.41680145263671875,anonymous,EN,Undergraduate student,,,,,Social Sciences,,Humanities and Arts,Liberal,Never,To a large extent,To an extremely large extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:02:20,2020-04-21 09:05:38,IP Address,96.40.6.131,100,198,True,2020-04-21 09:05:39,R_1KgccwiaRI0LGIY,,,,,40.712799072265625,-99.07830047607421875,anonymous,EN,Undergraduate student,,,,,Humanities and Arts,,,Moderate/Centrist,Never,To a moderate extent,To a small extent,To a moderate extent,,To a moderate extent,To a small extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:04:25,2020-04-21 09:05:57,IP Address,76.245.193.132,100,92,True,2020-04-21 09:05:57,R_1mCn8ZDhd897JvP,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,Undergraduate student,,,,,STEM,,,Liberal,Never,To a small extent,To a large extent,To a small extent,,To a large extent,To a small extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:07:29,2020-04-21 09:09:14,IP Address,24.12.191.159,100,104,True,2020-04-21 09:09:14,R_10CNBiG45LrdvzS,,,,,42.05499267578125,-87.695098876953125,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Very liberal,Never,To a moderate extent,To no or a very minimal extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:07:23,2020-04-21 09:09:23,IP Address,24.218.196.120,100,120,True,2020-04-21 09:09:25,R_2qCTyOh2nPJRE3I,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Other,music,,,,,,Liberal,Very Frequently,To a moderate extent,To a small extent,To a large extent,To a large extent,,To a large extent,To a large extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:08:07,2020-04-21 09:09:27,IP Address,24.218.194.232,100,80,True,2020-04-21 09:09:28,R_2wLvDH6tx9F8w8h,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Liberal,Occasionally,To a moderate extent,To no or a very minimal extent,To a small extent,To a small extent,,To a small extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:07:17,2020-04-21 09:09:58,IP Address,74.71.11.42,100,161,True,2020-04-21 09:09:58,R_2s0AT9e1K5T34B5,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,Faculty member,Social Sciences,,,,,,,Left of center,Occasionally,To a moderate extent,To a small extent,To a moderate extent,To a moderate extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:08:30,2020-04-21 09:10:38,IP Address,32.216.111.43,100,128,True,2020-04-21 09:10:39,R_2zIKar6J06gp9jd,,,,,41.548095703125,-73.00119781494140625,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Very liberal,Occasionally,To a moderate extent,To a moderate extent,To a moderate extent,To a large extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:08:18,2020-04-21 09:11:18,IP Address,128.36.7.69,100,180,True,2020-04-21 09:11:19,R_2azBVwiRP5aKzfV,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Moderate/Centrist,Occasionally,To a small extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To a moderate extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:10:20,2020-04-21 09:11:40,IP Address,137.25.93.46,100,80,True,2020-04-21 09:11:40,R_24daz0K7xUgjYkK,,,,,33.943603515625,-117.995697021484375,anonymous,EN,Undergraduate student,,,,,STEM,,Social Sciences,Liberal,Never,To a large extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a small extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:10:28,2020-04-21 09:12:27,IP Address,71.235.76.214,100,118,True,2020-04-21 09:12:28,R_1hYm9euPEEwqoaC,,,,,41.409698486328125,-72.91100311279296875,anonymous,EN,Faculty member,Foreign Language,,,,,,,Very liberal,Very Frequently,To a large extent,To a large extent,To a moderate extent,To a moderate extent,,To a moderate extent,To a moderate extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:11:23,2020-04-21 09:12:31,IP Address,76.127.167.69,100,67,True,2020-04-21 09:12:31,R_qQ47MllJIkL5WMx,,,,,41.2928924560546875,-72.5260009765625,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Very liberal,Never,To a moderate extent,To a small extent,To a moderate extent,To no or a very minimal extent,,To a large extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:07:41,2020-04-21 09:12:50,IP Address,174.203.3.62,100,308,True,2020-04-21 09:12:51,R_247aMEI4zWie9Nu,,,,,40.8477020263671875,-73.841796875,anonymous,EN,Faculty member,Humanities and Arts (includes schools of Drama and Music),,,,,,,Liberal,Occasionally,To an extremely large extent,To no or a very minimal extent,To a small extent,To a moderate extent,,To a large extent,To no or a very minimal extent,To a small extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:12:17,2020-04-21 09:13:41,IP Address,24.7.242.85,100,83,True,2020-04-21 09:13:42,R_PZmdrjI0uoaOpqN,,,,,44.9701995849609375,-93.3047027587890625,anonymous,EN,Undergraduate student,,,,,Social Sciences,,I do not plan to pursue a double major,Very liberal,Occasionally,To a large extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To a small extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:12:28,2020-04-21 09:14:21,IP Address,69.121.163.98,100,113,True,2020-04-21 09:14:22,R_6rjIQyZPGXD8h5D,,,,,41.1013946533203125,-73.40110015869140625,anonymous,EN,Faculty member,Divinity School,,,,,,,Moderate/Centrist,Occasionally,To a moderate extent,To a moderate extent,To a small extent,To no or a very minimal extent,,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:12:17,2020-04-21 09:15:02,IP Address,32.212.64.53,100,164,True,2020-04-21 09:15:02,R_1ihf3KJWilEpgQh,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,School of Management,,,,,,,Moderate/Centrist,Occasionally,To a large extent,To a large extent,To a moderate extent,To a moderate extent,,To a small extent,To no or a very minimal extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:15:26,2020-04-21 09:16:43,IP Address,108.48.109.220,100,76,True,2020-04-21 09:16:43,R_1GDoYNog665tALl,,,,,38.930694580078125,-77.16729736328125,anonymous,EN,Undergraduate student,,,,,STEM,,I do not plan to pursue a double major,Left of center,Never,To a small extent,To a small extent,To a small extent,,To a moderate extent,To no or a very minimal extent,To a moderate extent,To a moderate extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
2020-04-21 09:13:50,2020-04-21 09:17:42,IP Address,73.238.89.53,100,232,True,2020-04-21 09:17:43,R_3DoQaYvWq6jHNJu,,,,,41.3571014404296875,-72.93340301513671875,anonymous,EN,Faculty member,Divinity School,,,,,,,Moderate/Centrist,Never,To a moderate extent,To no or a very minimal extent,To a small extent,To no or a very minimal extent,,To a small extent,To a large extent,To no or a very minimal extent,Yes,Undecided,,,,,,,,,,,,,,,
2020-04-21 09:15:49,2020-04-21 09:18:18,IP Address,32.212.35.43,100,149,True,2020-04-21 09:18:18,R_3hAOtdDtfT6Qavq,,,,,41.318603515625,-72.93019866943359375,anonymous,EN,Faculty member,"Schools of Medicine, Public Health, or Nursing",,,,,,,Liberal,Occasionally,To a moderate extent,To a moderate extent,To a moderate extent,To a moderate extent,,To a small extent,To a moderate extent,To no or a very minimal extent,Yes,The Democratic nominee,,,,,,,,,,,,,,,
