code,subject,number,designator,name,rating,workload,Hu,So,Sc,WR,L,QR,skills,areas,num_students
E&EB 325,E&EB,325,NA,Limnology,5,3.33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,5
E&EB 336,E&EB,336,NA,Culture and Human Evolution,3.65,2.74,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,"Hu, Sc",21
E&EB 380,E&EB,380,NA,Life History Evolution,4.63,4.13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,WR,Sc,7
E&EB 470,E&EB,470,NA,Senior Tutorial,3.89,2.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2
E&EB 474,E&EB,474,NA,Research,4.22,3.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4
E&EB 475,E&EB,475,NA,Senior Research,4.29,3.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,23
E&EB 476,E&EB,476,NA,Senior Research,4.26,4.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,23
EALL 211,EALL,211,NA,Women&Lit: TraditionalChina TR,4.01,2.64,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,13
EALL 212,EALL,212,NA,Ancient Chinese Thought,4.6,3.26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,17
EALL 213,EALL,213,NA,"Phil, Rel, Lit in Med China",4.4,3.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,20
EALL 255,EALL,255,NA,Japanese Modernism,4.25,2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,6
EALL 270,EALL,270,NA,Anime and the Posthuman,3.67,2.81,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,44
EALL 281,EALL,281,NA,JapaneseCinemaAndItsOthers,3.75,3.15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,10
EALL 300,EALL,300,NA,Sinological Methods,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,7
EALL 301,EALL,301,NA,Medieval Chinese Poetry,5,2.67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,7
EALL 303,EALL,303,NA,Classical Chinese Poetry,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,2
EALL 308,EALL,308,NA,Sages of the Ancient World,3.88,3.33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,13
EALL 318,EALL,318,NA,The Dream of the Red Chamber,4.1,3.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,15
EALL 325,EALL,325,NA,"Chinese Poetic Form, 1490-1990",4,2.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,6
EAST 016,EAST,16,NA,Chinese Painting and Culture,3.67,2.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
EAST 301,EAST,301,NA,Japan's Great Peace 1550-1850,4.47,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,67
EAST 303,EAST,303,NA,Hong Kong and China,3.5,3.43,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,"Hu, So",15
EAST 309,EAST,309,NA,Uses of the Past inModernChina,4.11,3.42,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,15
EAST 326,EAST,326,NA,Yale and Japan,4.68,3.23,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,15
EAST 338,EAST,338,NA,The Next China,3.71,2.62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,107
EAST 375,EAST,375,NA,China from Mao to Now,3.61,3.32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,16
EAST 390,EAST,390,NA,Atheism and Buddhism,4.79,2.5300000000000002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,21
EAST 401,EAST,401,NA,The Two Koreas,3.8200000000000003,3.19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,16
EAST 402,EAST,402,NA,Empire&Identity in Qing China,4.34,3.56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,11
EAST 403,EAST,403,NA,Law & Gender in Japan Empire,4.08,2.98,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,12
EAST 404,EAST,404,NA,Written Word in Japan to 1600,4.29,3.54,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,8
EAST 405,EAST,405,NA,Neo-Confucianism in Korea,4,2.77,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,9
EAST 414,EAST,414,NA,PostwarUS–JapanRelations&Poli,3.29,3.38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,9
EAST 454,EAST,454,NA,Econmic&PolicyLessonsFromJapan,4.47,3.49,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,13
EAST 469,EAST,469,NA,Contemporary Art in China,3.33,3.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
EAST 474,EAST,474,NA,Japanese Screens,4.8100000000000005,2.29,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,17
EAST 480,EAST,480,NA,One-Term Senior Essay,3.9699999999999998,3.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
EAST 491,EAST,491,NA,Senior Research Project,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2
EAST 492,EAST,492,NA,Senior Research Project,3.5,4.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1
ECON 001,ECON,1,NA,EconomicIdeasWorthNobelPrize,4.1,1.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,14
ECON 108,ECON,108,NA,QuantitativeFoundatnsMicroecon,3.95,2.98,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,13
ECON 110,ECON,110,NA,Intro Microeconomic Analysis,3.5700000000000003,3.01,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,21
ECON 111,ECON,111,NA,Intro Macroeconomic Analysis,3.43,2.94,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,32
ECON 115,ECON,115,NA,Introductory Microeconomics,3.02,2.81,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,312
ECON 116,ECON,116,NA,Introductory Macroeconomics,2.83,2.77,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,83
ECON 117,ECON,117,NA,IntroDataAnalysis&Econometrics,2.83,3.51,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,149
ECON 121,ECON,121,NA,Intermediate Microeconomics,3.12,3.71,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,211
ECON 122,ECON,122,NA,Intermediate Macroeconomics,3.18,3.24,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,153
ECON 123,ECON,123,NA,IntmdDataAnalysis&Econometrics,2.96,3.76,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,29
ECON 125,ECON,125,NA,Microeconomic Theory,3.17,3.5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,8
ECON 126,ECON,126,NA,Macroeconomic Theory,3.7199999999999998,3.22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,19
ECON 135,ECON,135,NA,Intro Probability & Statistics,2.68,3.41,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,30
ECON 136,ECON,136,NA,Econometrics,3.89,3.39,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,33
ECON 159,ECON,159,NA,Game Theory,3.54,2.9699999999999998,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,116
ECON 170,ECON,170,NA,HealthEconomics &Public Policy,3.83,2.47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,98
ECON 182,ECON,182,NA,American Economic History,3.24,2.9699999999999998,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,So,127
ECON 184,ECON,184,NA,International Economics,4,3.21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,74
ECON 186,ECON,186,NA,European Econ Hist: 1700-1815,4.4,3.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,16
ECON 251,ECON,251,NA,Financial Theory,3.55,3.49,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,41
ECON 252,ECON,252,NA,Financial Markets,3.17,3.31,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,37
ECON 255,ECON,255,NA,Intro to Corporate Finance,3.09,3.41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,142
ECON 301,ECON,301,NA,Intl Trade: Data & Analysis,4.25,2.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,6
ECON 325,ECON,325,NA,Econ of Developing Countries,3.46,3.59,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,8
ECON 326,ECON,326,NA,Economic Development,2,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,30
ECON 330,ECON,330,NA,Economics of Natural Resources,3.27,2.34,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,60
ECON 331,ECON,331,NA,Econ of Energy &Climate Change,3.9,3.41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,32
ECON 335,ECON,335,NA,Growth and Macroeconomics,4,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,31
ECON 339,ECON,339,NA,Competition Economics & Policy,4.53,3.47,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,11
ECON 350,ECON,350,NA,General Equilibrium Theory,3.23,3.74,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,25
ECON 351,ECON,351,NA,Mathematical Econ: Game Theory,3.4,3.99,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,20
ECON 360,ECON,360,NA,Capital Markets,3.77,3.7199999999999998,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1
ECON 361,ECON,361,NA,Corporate Finance,4.37,3.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3
ECON 363,ECON,363,NA,Global Financial Crisis,4.27,3.48,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,53
ECON 375,ECON,375,NA,Monetary Policy,4.15,3.68,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,So,17
ECON 403,ECON,403,NA,Trade and Development,3.76,3.19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,7
ECON 407,ECON,407,NA,International Finance,3.55,2.87,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,32
ECON 409,ECON,409,NA,"Firms, Markets, & Competition",4.35,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,16
ECON 410,ECON,410,NA,The Economics of Innovation,3.6,2.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,28
ECON 411,ECON,411,NA,Economics of Uncertainty &Info,3.75,2.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,9
ECON 416,ECON,416,NA,Labor Economics,3.87,3.37,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,7
ECON 419,ECON,419,NA,FinancialTimeSeriesEconometrcs,3.24,2.56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,12
ECON 420,ECON,420,NA,Applied Microeconometrics,4.6,2.7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,7
ECON 424,ECON,424,NA,Central Banking,4.17,3.3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,10
ECON 429,ECON,429,NA,Data Analysis and Strategy,3.33,2.33,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,12
ECON 431,ECON,431,NA,Economics and Psychology,3.15,2.17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,29
ECON 433,ECON,433,NA,The Economics of Space,2.88,2.52,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,15
ECON 438,ECON,438,NA,Applied Econometrics,4.45,2.67,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,23
ECON 444,ECON,444,NA,Market Inefficiencies,4.21,3.25,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,27
ECON 445,ECON,445,NA,The U.S. Banking System,4.41,3.22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,33
ECON 449,ECON,449,NA,Economic Analysis of Conflict,4.44,3.23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,11
ECON 450,ECON,450,NA,Investment Analysis,4.58,3.75,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,16
ECON 453,ECON,453,NA,The Economics of Gender,4.52,3.87,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,10
ECON 454,ECON,454,NA,Evolution of Central Banking,4.26,3.39,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,8
ECON 456,ECON,456,NA,Private Equity Investing,4.34,4.55,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,14
ECON 457,ECON,457,NA,Institutional Design & Change,3.46,2.83,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,12
ECON 458,ECON,458,NA,The Economics of Population,3.9,2.63,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,14
ECON 460,ECON,460,NA,Financial Economics,3.45,2.56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,16
ECON 461,ECON,461,NA,EconmicsAddiction&PublicPolicy,3.8,2.62,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,15
ECON 465,ECON,465,NA,Debating Globalization,3.83,4.14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,12
ECON 470,ECON,470,NA,Strategies for Development,3.94,3.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
ECON 471,ECON,471,NA,Cooperative Game Theory,4.11,2.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,17
ECON 473,ECON,473,NA,Equality,3.98,3.38,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,12
ECON 475,ECON,475,NA,DiscrimnatnInLawTheory&Practce,3.79,2.16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,19
ECON 477,ECON,477,NA,Topics: Economics of Education,3.68,3.18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,2
ECON 480,ECON,480,NA,BankingCrisesFinancialStablty,4.24,2.42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,21
ECON 481,ECON,481,NA,Empirical Microeconomics,4.26,3.08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,6
ECON 483,ECON,483,NA,Political Economy of Migration,3.29,3.14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,2
ECON 491,ECON,491,NA,The Senior Essay,4.02,3.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,44
ECON 492,ECON,492,NA,The Senior Essay,4.25,3.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2
ECON 498,ECON,498,NA,Directed Reading,4.1,3.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1
ECON 499,ECON,499,NA,Directed Reading,4.8,3.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
EDST 065,EDST,65,NA,Education & Life Worth Living,4.5,2.83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,18
EDST 107,EDST,107,NA,Being Human in STEM,3.99,3.14,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,13
EDST 110,EDST,110,NA,Foundations inEducationStudies,3.45,2.99,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,88
EDST 135,EDST,135,NA,Philosophy of Education,4.2,2.83,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,19
EDST 144,EDST,144,NA,"Race, Ethnicity, & Immigration",3.63,2.86,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,14
EDST 160,EDST,160,NA,Social Psychology,3.32,2.23,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,129
EDST 162,EDST,162,NA,MethodsInQuantitativeSociology,4.29,2.71,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,QR,So,9
EDST 180,EDST,180,NA,Abnormal Psychology,3.3,2.18,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,381
EDST 223,EDST,223,NA,Theory&PracticeCivicEducation,4.27,2.8200000000000003,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,13
EDST 225,EDST,225,NA,"Child Care, Society, Policy",4.44,2.94,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,13
EDST 230,EDST,230,NA,Amer Education & the Law,4.43,2.86,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,15
EDST 237,EDST,237,NA,Language and Mind,4.27,3.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,20
EDST 238,EDST,238,NA,The Education Beat,3.71,3.4,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,WR,So,14
EDST 240,EDST,240,NA,"Cities, Suburbs & SchoolChoice",4.39,3.5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,15
EDST 290,EDST,290,NA,Leadership and Change,4.72,3.42,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,23
EDST 312,EDST,312,NA,Idolizing Education,4.31,2.9699999999999998,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,15
EDST 377,EDST,377,NA,Psychopathology and the Family,4.2,3.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,20
EDST 400,EDST,400,NA,Advanced Topics in Ed Studies,3.86,3.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,24
EDST 410,EDST,410,NA,Senior Colloquium and Project,3.66,4.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
EDST 478,EDST,478,NA,"Music, Service, and Society",4.29,2.67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,5
EDST 490,EDST,490,NA,Senior Essay Independent Study,4,4.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
EENG 200,EENG,200,NA,Introduction to Electronics,3.27,3.75,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,63
EENG 201,EENG,201,NA,Intro to Computer Engineering,3.5,3.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,26
EENG 202,EENG,202,NA,CommunicatnsComputationControl,3.5,3.34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,24
EENG 203,EENG,203,NA,Circuits and Systems Design,3.45,3.25,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,18
EENG 235,EENG,235,NA,Special Projects,4.83,2.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,1
EENG 310,EENG,310,NA,Signals and Systems,3.52,3.77,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,8
EENG 320,EENG,320,NA,Intro to Semiconductor Devices,3.9699999999999998,3.99,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,9
EENG 325,EENG,325,NA,Electronic Circuits,3.75,3.49,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,11
EENG 397,EENG,397,NA,MathematicalMethodsInEngneerng,4,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,1
EENG 400,EENG,400,NA,Electronic Materials,4.4,3.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,9
EENG 406,EENG,406,NA,Photovoltaic Energy,4.16,3.66,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,19
EENG 408,EENG,408,NA,CMOS Devices and Beyond,3.6,2.8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,QR,Sc,12
EENG 426,EENG,426,NA,Silicon Compilation,4.85,4.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,7
EENG 428,EENG,428,NA,Cloud FPGA,3.75,2.75,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,10
EENG 433,EENG,433,NA,Dynamic&DiscreteOptimization,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
EENG 434,EENG,434,NA,Stochastic Processes,3.14,3.71,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,52
EENG 436,EENG,436,NA,Systems and Control,3.84,4.12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,1
EENG 450,EENG,450,NA,AppliedDigitalSignalProcessing,4.5,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,5
EENG 452,EENG,452,NA,Internet Engineering,3.45,2.8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,17
EENG 468,EENG,468,NA,Advanced Special Projects,4.8,3.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,6
EENG 471,EENG,471,NA,SeniorAdvancedSpecialProjects,4.22,3.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4
EENG 472,EENG,472,NA,SeniorAdvancedSpecialProjects,4.23,3.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,12
EENG 481,EENG,481,NA,Advanced ABET Projects,3.27,3.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,4
EGYP 110,EGYP,110,NA,ClassclHieroglyphicEgyptn I,4.2,3.06,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,16
EGYP 117,EGYP,117,NA,Elementary Biblical Coptic I,5,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,6
EGYP 120,EGYP,120,NA,ClassclHieroglyphicEgyptn II,4.45,3.36,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,9
EGYP 127,EGYP,127,NA,Elementary Biblical Coptic II,5,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,6
EGYP 131,EGYP,131,NA,IntermedEgyptian:LiteraryTexts,4.2,3.18,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,L,NA,8
EGYP 135,EGYP,135,NA,Egyptian Coffin Texts,3.6,4.2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,L,Hu,3
ENAS 118,ENAS,118,NA,Engineering Innovation &Design,4.38,3.5700000000000003,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,23
ENAS 130,ENAS,130,NA,ComputngForEngneers&Scientists,3.2800000000000002,3.2800000000000002,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,24
ENAS 221,ENAS,221,NA,The Materials Science of Art,3.74,2.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,Sc,31
ENAS 335,ENAS,335,NA,Professional Ethics,4.01,2.46,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,So,44
ENAS 360,ENAS,360,NA,GreenEngneerng&SustainblDesign,3.83,3.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,24
ENAS 400,ENAS,400,NA,Making it,4.82,4.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,18
ENAS 441,ENAS,441,NA,Appl Num Methods for Diff Eqs,4.76,4.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,QR,NA,20
ENGL 010,ENGL,10,NA,Jane Austen,4.44,3.73,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,14
ENGL 023,ENGL,23,NA,Recent American Short Fiction,5,2.35,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,17
ENGL 025,ENGL,25,NA,Modern South Asian Literature,4.49,3.13,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,7
ENGL 027,ENGL,27,NA,Poetry and Protest in America,4.64,2.64,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,15
ENGL 114,ENGL,114,NA,Writing Seminars,4.07,3.41,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,NA,13
ENGL 115,ENGL,115,NA,Literature Seminars,4.16,3.2800000000000002,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,9
ENGL 120,ENGL,120,NA,Reading & Writing Modern Essay,4.37,3.47,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,NA,15
ENGL 121,ENGL,121,NA,Styles of Acad & Prof Prose,4.44,3.46,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,NA,13
ENGL 123,ENGL,123,NA,Intro to Creative Writing,4.27,2.87,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,15
ENGL 125,ENGL,125,NA,English Poetry I,3.79,3.31,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,5
ENGL 126,ENGL,126,NA,English Poetry II,4.05,3.34,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,12
ENGL 127,ENGL,127,NA,American Literature,4.16,3.32,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,15
ENGL 128,ENGL,128,NA,World English Literatures,4.14,3.41,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,17
ENGL 129,ENGL,129,NA,Tragedy inEuropean Lit Traditn,4.22,3.61,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,14
ENGL 130,ENGL,130,NA,Epic in European Lit Tradition,4.35,4.07,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,13
ENGL 149,ENGL,149,NA,History of English Language,4.37,2.13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,38
ENGL 150,ENGL,150,NA,Old English,4.39,2.63,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,15
ENGL 154,ENGL,154,NA,The Multicultural Middle Ages,3.05,2.21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,26
ENGL 158,ENGL,158,NA,ShakespearePageStage&Screen,4.32,3.59,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,40
ENGL 191,ENGL,191,NA,Arabian Nights,3.83,2.63,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Hu,25
ENGL 194,ENGL,194,NA,Queer Modernisms,3.91,3.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,39
ENGL 196,ENGL,196,NA,Introduction to Media,3.61,2.51,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,115
ENGL 202,ENGL,202,NA,Medieval Women Writers,4.75,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,7
ENGL 210,ENGL,210,NA,The Drama of Justice and Mercy,4.33,2.85,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,WR,Hu,19
